description,volume
"Na2ZrSe3 is Caswellsilverite-like structured and crystallizes in the monoclinic C2/m space group. There are three inequivalent Na sites. In the first Na site, Na(1) is bonded to two equivalent Se(2) and four equivalent Se(1) atoms to form NaSe6 octahedra that share corners with two equivalent Na(2)Se6 octahedra, corners with four equivalent Na(3)Se6 octahedra, edges with two equivalent Na(2)Se6 octahedra, edges with four equivalent Na(3)Se6 octahedra, and edges with six equivalent Zr(1)Se6 octahedra. The corner-sharing octahedral tilt angles range from 9-10°. Both Na(1)-Se(2) bond lengths are 2.97 Å. All Na(1)-Se(1) bond lengths are 2.97 Å. In the second Na site, Na(2) is bonded to two equivalent Se(2) and four equivalent Se(1) atoms to form NaSe6 octahedra that share corners with two equivalent Na(1)Se6 octahedra, corners with four equivalent Zr(1)Se6 octahedra, edges with two equivalent Na(1)Se6 octahedra, edges with four equivalent Zr(1)Se6 octahedra, and edges with six equivalent Na(3)Se6 octahedra. The corner-sharing octahedral tilt angles range from 8-10°. Both Na(2)-Se(2) bond lengths are 2.89 Å. All Na(2)-Se(1) bond lengths are 3.10 Å. In the third Na site, Na(3) is bonded to two equivalent Se(2) and four equivalent Se(1) atoms to form NaSe6 octahedra that share corners with two equivalent Na(1)Se6 octahedra, corners with four equivalent Zr(1)Se6 octahedra, edges with two equivalent Na(1)Se6 octahedra, edges with three equivalent Na(2)Se6 octahedra, edges with three equivalent Na(3)Se6 octahedra, and edges with four equivalent Zr(1)Se6 octahedra. The corner-sharing octahedral tilt angles are 9°. Both Na(3)-Se(2) bond lengths are 3.03 Å. There are two shorter (2.94 Å) and two longer (3.12 Å) Na(3)-Se(1) bond lengths. Zr(1) is bonded to two equivalent Se(2) and four equivalent Se(1) atoms to form ZrSe6 octahedra that share corners with two equivalent Na(2)Se6 octahedra, corners with four equivalent Na(3)Se6 octahedra, edges with two equivalent Na(2)Se6 octahedra, edges with three equivalent Na(1)Se6 octahedra, edges with three equivalent Zr(1)Se6 octahedra, and edges with four equivalent Na(3)Se6 octahedra. The corner-sharing octahedral tilt angles range from 8-9°. Both Zr(1)-Se(2) bond lengths are 2.75 Å. There are two shorter (2.72 Å) and two longer (2.73 Å) Zr(1)-Se(1) bond lengths. There are two inequivalent Se sites. In the first Se site, Se(1) is bonded to one Na(1), one Na(2), two equivalent Na(3), and two equivalent Zr(1) atoms to form a mixture of corner and edge-sharing SeNa4Zr2 octahedra. The corner-sharing octahedral tilt angles range from 0-10°. In the second Se site, Se(2) is bonded to one Na(1), one Na(2), two equivalent Na(3), and two equivalent Zr(1) atoms to form a mixture of corner and edge-sharing SeNa4Zr2 octahedra. The corner-sharing octahedral tilt angles range from 0-8°.
",226.58576106360744
"Sr2Mg(BO3)2 crystallizes in the monoclinic C2/m space group. Sr(1) is bonded in a 9-coordinate geometry to three equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.73 Å) and two longer (2.74 Å) Sr(1)-O(1) bond lengths. There are a spread of Sr(1)-O(2) bond distances ranging from 2.60-2.70 Å. Mg(1) is bonded in an octahedral geometry to two equivalent O(1) and four equivalent O(2) atoms. Both Mg(1)-O(1) bond lengths are 2.16 Å. All Mg(1)-O(2) bond lengths are 2.10 Å. B(1) is bonded in a trigonal planar geometry to one O(1) and two equivalent O(2) atoms. The B(1)-O(1) bond length is 1.38 Å. Both B(1)-O(2) bond lengths are 1.40 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 5-coordinate geometry to three equivalent Sr(1), one Mg(1), and one B(1) atom. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Sr(1), one Mg(1), and one B(1) atom.
",1326.5856737216354
"BiNSr3 is (Cubic) Perovskite structured and crystallizes in the cubic Pm-3m space group. Sr(1) is bonded in a linear geometry to four equivalent Bi(1) and two equivalent N(1) atoms. All Sr(1)-Bi(1) bond lengths are 3.72 Å. Both Sr(1)-N(1) bond lengths are 2.63 Å. Bi(1) is bonded to twelve equivalent Sr(1) atoms to form BiSr12 cuboctahedra that share corners with twelve equivalent Bi(1)Sr12 cuboctahedra, faces with six equivalent Bi(1)Sr12 cuboctahedra, and faces with eight equivalent N(1)Sr6 octahedra. N(1) is bonded to six equivalent Sr(1) atoms to form NSr6 octahedra that share corners with six equivalent N(1)Sr6 octahedra and faces with eight equivalent Bi(1)Sr12 cuboctahedra. The corner-sharing octahedra are not tilted.
",365.5857500267583
"CsAu3S2 crystallizes in the trigonal P-3m1 space group. Cs(1) is bonded in a 18-coordinate geometry to twelve equivalent Au(1) and six equivalent S(1) atoms. All Cs(1)-Au(1) bond lengths are 4.27 Å. All Cs(1)-S(1) bond lengths are 3.96 Å. Au(1) is bonded in a linear geometry to four equivalent Cs(1) and two equivalent S(1) atoms. Both Au(1)-S(1) bond lengths are 2.35 Å. S(1) is bonded to three equivalent Cs(1) and three equivalent Au(1) atoms to form a mixture of distorted corner and edge-sharing SCs3Au3 octahedra. The corner-sharing octahedral tilt angles range from 0-71°.
",341.58575193240125
"Be2C is Fluorite structured and crystallizes in the cubic Fm-3m space group. Be(1) is bonded to four equivalent C(1) atoms to form a mixture of corner and edge-sharing BeC4 tetrahedra. All Be(1)-C(1) bond lengths are 1.87 Å. C(1) is bonded in a body-centered cubic geometry to eight equivalent Be(1) atoms.
",939.5857044501292
"RbCuO crystallizes in the tetragonal I4/mmm space group. Rb(1) is bonded in a distorted rectangular see-saw-like geometry to four equivalent O(1) atoms. There are two shorter (2.89 Å) and two longer (2.96 Å) Rb(1)-O(1) bond lengths. Cu(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Cu(1)-O(1) bond lengths are 1.84 Å. O(1) is bonded to four equivalent Rb(1) and two equivalent Cu(1) atoms to form a mixture of distorted corner and edge-sharing ORb4Cu2 octahedra. The corner-sharing octahedral tilt angles range from 0-12°.
",628.5857291440867
"ZnSnF6 crystallizes in the trigonal R-3 space group. Zn(1) is bonded to six equivalent F(1) atoms to form ZnF6 octahedra that share corners with six equivalent Sn(1)F6 octahedra. The corner-sharing octahedral tilt angles are 35°. All Zn(1)-F(1) bond lengths are 2.06 Å. Sn(1) is bonded to six equivalent F(1) atoms to form SnF6 octahedra that share corners with six equivalent Zn(1)F6 octahedra. The corner-sharing octahedral tilt angles are 35°. All Sn(1)-F(1) bond lengths are 2.01 Å. F(1) is bonded in a bent 150 degrees geometry to one Zn(1) and one Sn(1) atom.
",609.5857306527207
"Ba(BeN)2 crystallizes in the tetragonal I4/mcm space group. Ba(1) is bonded in a 16-coordinate geometry to eight equivalent Be(1) and eight equivalent N(1) atoms. All Ba(1)-Be(1) bond lengths are 3.08 Å. All Ba(1)-N(1) bond lengths are 3.00 Å. Be(1) is bonded in a trigonal planar geometry to four equivalent Ba(1) and three equivalent N(1) atoms. There is one shorter (1.65 Å) and two longer (1.69 Å) Be(1)-N(1) bond lengths. N(1) is bonded in a 3-coordinate geometry to four equivalent Ba(1) and three equivalent Be(1) atoms.
",1002.5856994478164
"Cs2Pd(IBr2)2 crystallizes in the tetragonal I4/mmm space group. Cs(1) is bonded in a 8-coordinate geometry to four equivalent I(1) and eight equivalent Br(1) atoms. All Cs(1)-I(1) bond lengths are 4.43 Å. All Cs(1)-Br(1) bond lengths are 3.88 Å. Pd(1) is bonded in an octahedral geometry to two equivalent I(1) and four equivalent Br(1) atoms. Both Pd(1)-I(1) bond lengths are 3.13 Å. All Pd(1)-Br(1) bond lengths are 2.48 Å. I(1) is bonded in a 6-coordinate geometry to four equivalent Cs(1), one Pd(1), and one I(1) atom. The I(1)-I(1) bond length is 2.88 Å. Br(1) is bonded in a distorted single-bond geometry to four equivalent Cs(1) and one Pd(1) atom.
",257.5857586021519
"RbPS3 crystallizes in the orthorhombic Immm space group. Rb(1) is bonded in a distorted q6 geometry to two equivalent S(1) and eight equivalent S(2) atoms. Both Rb(1)-S(1) bond lengths are 3.65 Å. There are four shorter (3.65 Å) and four longer (3.83 Å) Rb(1)-S(2) bond lengths. P(1) is bonded to two equivalent S(1) and two equivalent S(2) atoms to form edge-sharing PS4 tetrahedra. Both P(1)-S(1) bond lengths are 2.16 Å. Both P(1)-S(2) bond lengths are 1.98 Å. There are two inequivalent S sites. In the first S site, S(1) is bonded in a distorted L-shaped geometry to two equivalent Rb(1) and two equivalent P(1) atoms. In the second S site, S(2) is bonded in a distorted single-bond geometry to four equivalent Rb(1) and one P(1) atom.
",652.5857272384436
"YAgO2 crystallizes in the hexagonal P6_3/mmc space group. Y(1) is bonded to six equivalent O(1) atoms to form distorted edge-sharing YO6 octahedra. All Y(1)-O(1) bond lengths are 2.30 Å. Ag(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Ag(1)-O(1) bond lengths are 2.09 Å. O(1) is bonded to three equivalent Y(1) and one Ag(1) atom to form a mixture of corner and edge-sharing OY3Ag tetrahedra.
",555.5857349404176
"KLaO2 is Caswellsilverite structured and crystallizes in the trigonal R-3m space group. K(1) is bonded to six equivalent O(1) atoms to form KO6 octahedra that share corners with six equivalent La(1)O6 octahedra, edges with six equivalent K(1)O6 octahedra, and edges with six equivalent La(1)O6 octahedra. The corner-sharing octahedral tilt angles are 13°. All K(1)-O(1) bond lengths are 2.90 Å. La(1) is bonded to six equivalent O(1) atoms to form LaO6 octahedra that share corners with six equivalent K(1)O6 octahedra, edges with six equivalent K(1)O6 octahedra, and edges with six equivalent La(1)O6 octahedra. The corner-sharing octahedral tilt angles are 13°. All La(1)-O(1) bond lengths are 2.47 Å. O(1) is bonded to three equivalent K(1) and three equivalent La(1) atoms to form a mixture of corner and edge-sharing OK3La3 octahedra. The corner-sharing octahedra are not tilted.
",449.5857433570076
"SiO2 is high (beta) Cristobalite structured and crystallizes in the tetragonal I-42d space group. Si(1) is bonded to four equivalent O(1) atoms to form corner-sharing SiO4 tetrahedra. All Si(1)-O(1) bond lengths are 1.63 Å. O(1) is bonded in a bent 150 degrees geometry to two equivalent Si(1) atoms.
",1184.58568499669
"CuGaO2 crystallizes in the hexagonal P6_3/mmc space group. Cu(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Cu(1)-O(1) bond lengths are 1.87 Å. Ga(1) is bonded to six equivalent O(1) atoms to form edge-sharing GaO6 octahedra. All Ga(1)-O(1) bond lengths are 2.02 Å. O(1) is bonded to one Cu(1) and three equivalent Ga(1) atoms to form a mixture of distorted corner and edge-sharing OGa3Cu tetrahedra.
",679.5857250945952
"BaPdS2 crystallizes in the orthorhombic Cmcm space group. Ba(1) is bonded in a distorted body-centered cubic geometry to eight equivalent S(1) atoms. There are a spread of Ba(1)-S(1) bond distances ranging from 3.19-3.45 Å. Pd(1) is bonded in a square co-planar geometry to four equivalent S(1) atoms. All Pd(1)-S(1) bond lengths are 2.39 Å. S(1) is bonded to four equivalent Ba(1) and two equivalent Pd(1) atoms to form a mixture of distorted corner, edge, and face-sharing SBa4Pd2 octahedra. The corner-sharing octahedral tilt angles range from 0-68°.
",328.5857529646245
"Li4SrP2 crystallizes in the trigonal R-3m space group. There are two inequivalent Li sites. In the first Li site, Li(1) is bonded in a trigonal planar geometry to three equivalent P(1) atoms. All Li(1)-P(1) bond lengths are 2.49 Å. In the second Li site, Li(2) is bonded in a 4-coordinate geometry to four equivalent P(1) atoms. There is one shorter (2.55 Å) and three longer (2.75 Å) Li(2)-P(1) bond lengths. Sr(1) is bonded to six equivalent P(1) atoms to form distorted edge-sharing SrP6 octahedra. All Sr(1)-P(1) bond lengths are 3.22 Å. P(1) is bonded in a 10-coordinate geometry to three equivalent Li(1), four equivalent Li(2), and three equivalent Sr(1) atoms.
",473.5857414513646
"K4CdAs2 crystallizes in the trigonal R-3m space group. There are two inequivalent K sites. In the first K site, K(1) is bonded to four equivalent As(1) atoms to form a mixture of corner and edge-sharing KAs4 tetrahedra. There is one shorter (3.35 Å) and three longer (3.52 Å) K(1)-As(1) bond lengths. In the second K site, K(2) is bonded in a 6-coordinate geometry to three equivalent Cd(1) and three equivalent As(1) atoms. All K(2)-Cd(1) bond lengths are 3.76 Å. All K(2)-As(1) bond lengths are 3.49 Å. Cd(1) is bonded in a distorted linear geometry to six equivalent K(2) and two equivalent As(1) atoms. Both Cd(1)-As(1) bond lengths are 2.52 Å. As(1) is bonded in a body-centered cubic geometry to three equivalent K(2), four equivalent K(1), and one Cd(1) atom.
",257.5857586021519
"CsAuCl3 crystallizes in the tetragonal I4/mmm space group. Cs(1) is bonded to four equivalent Cl(1) and eight equivalent Cl(2) atoms to form CsCl12 cuboctahedra that share corners with twelve equivalent Cs(1)Cl12 cuboctahedra, faces with six equivalent Cs(1)Cl12 cuboctahedra, and faces with four equivalent Au(1)Cl6 octahedra. All Cs(1)-Cl(1) bond lengths are 3.83 Å. All Cs(1)-Cl(2) bond lengths are 3.92 Å. There are two inequivalent Au sites. In the first Au site, Au(1) is bonded to two equivalent Cl(1) and four equivalent Cl(2) atoms to form distorted AuCl6 octahedra that share faces with eight equivalent Cs(1)Cl12 cuboctahedra. Both Au(1)-Cl(1) bond lengths are 2.32 Å. All Au(1)-Cl(2) bond lengths are 3.01 Å. In the second Au site, Au(2) is bonded in a square co-planar geometry to four equivalent Cl(2) atoms. All Au(2)-Cl(2) bond lengths are 2.36 Å. There are two inequivalent Cl sites. In the first Cl site, Cl(1) is bonded in a distorted single-bond geometry to four equivalent Cs(1) and one Au(1) atom. In the second Cl site, Cl(2) is bonded to four equivalent Cs(1), one Au(1), and one Au(2) atom to form a mixture of distorted corner, edge, and face-sharing ClCs4Au2 octahedra. The corner-sharing octahedral tilt angles range from 0-58°.
",335.585752408812
"Cs2TlGaF6 crystallizes in the cubic Fm-3m space group. Cs(1) is bonded to twelve equivalent F(1) atoms to form distorted CsF12 cuboctahedra that share corners with twelve equivalent Cs(1)F12 cuboctahedra, faces with six equivalent Cs(1)F12 cuboctahedra, faces with four equivalent Tl(1)F6 octahedra, and faces with four equivalent Ga(1)F6 octahedra. All Cs(1)-F(1) bond lengths are 3.32 Å. Tl(1) is bonded to six equivalent F(1) atoms to form TlF6 octahedra that share corners with six equivalent Ga(1)F6 octahedra and faces with eight equivalent Cs(1)F12 cuboctahedra. The corner-sharing octahedra are not tilted. All Tl(1)-F(1) bond lengths are 2.73 Å. Ga(1) is bonded to six equivalent F(1) atoms to form GaF6 octahedra that share corners with six equivalent Tl(1)F6 octahedra and faces with eight equivalent Cs(1)F12 cuboctahedra. The corner-sharing octahedra are not tilted. All Ga(1)-F(1) bond lengths are 1.94 Å. F(1) is bonded in a distorted single-bond geometry to four equivalent Cs(1), one Tl(1), and one Ga(1) atom.
",501.58573922811433
"Ga2Te3 crystallizes in the monoclinic Cc space group. There are two inequivalent Ga sites. In the first Ga site, Ga(1) is bonded to one Te(1), one Te(3), and two equivalent Te(2) atoms to form corner-sharing GaTe4 tetrahedra. The Ga(1)-Te(1) bond length is 2.59 Å. The Ga(1)-Te(3) bond length is 2.71 Å. Both Ga(1)-Te(2) bond lengths are 2.71 Å. In the second Ga site, Ga(2) is bonded to one Te(1), one Te(2), and two equivalent Te(3) atoms to form corner-sharing GaTe4 tetrahedra. The Ga(2)-Te(1) bond length is 2.60 Å. The Ga(2)-Te(2) bond length is 2.70 Å. There is one shorter (2.71 Å) and one longer (2.72 Å) Ga(2)-Te(3) bond length. There are three inequivalent Te sites. In the first Te site, Te(1) is bonded in a water-like geometry to one Ga(1) and one Ga(2) atom. In the second Te site, Te(2) is bonded in a trigonal non-coplanar geometry to one Ga(2) and two equivalent Ga(1) atoms. In the third Te site, Te(3) is bonded in a trigonal non-coplanar geometry to one Ga(1) and two equivalent Ga(2) atoms.
",229.585760825402
"KF is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. K(1) is bonded to six equivalent F(1) atoms to form a mixture of corner and edge-sharing KF6 octahedra. The corner-sharing octahedra are not tilted. All K(1)-F(1) bond lengths are 2.71 Å. F(1) is bonded to six equivalent K(1) atoms to form a mixture of corner and edge-sharing FK6 octahedra. The corner-sharing octahedra are not tilted.
",249.5857592373661
"TaCu3Te4 is Sulvanite structured and crystallizes in the cubic P-43m space group. Ta(1) is bonded in a 10-coordinate geometry to six equivalent Cu(1) and four equivalent Te(1) atoms. All Ta(1)-Cu(1) bond lengths are 2.99 Å. All Ta(1)-Te(1) bond lengths are 2.67 Å. Cu(1) is bonded in a 6-coordinate geometry to two equivalent Ta(1) and four equivalent Te(1) atoms. All Cu(1)-Te(1) bond lengths are 2.62 Å. Te(1) is bonded to one Ta(1) and three equivalent Cu(1) atoms to form a mixture of corner and edge-sharing TeTaCu3 tetrahedra.
",223.5857613018128
"CdSiP2 is Chalcopyrite structured and crystallizes in the tetragonal I-42d space group. Cd(1) is bonded to four equivalent P(1) atoms to form CdP4 tetrahedra that share corners with four equivalent Cd(1)P4 tetrahedra and corners with eight equivalent Si(1)P4 tetrahedra. All Cd(1)-P(1) bond lengths are 2.59 Å. Si(1) is bonded to four equivalent P(1) atoms to form SiP4 tetrahedra that share corners with four equivalent Si(1)P4 tetrahedra and corners with eight equivalent Cd(1)P4 tetrahedra. All Si(1)-P(1) bond lengths are 2.27 Å. P(1) is bonded to two equivalent Cd(1) and two equivalent Si(1) atoms to form corner-sharing PCd2Si2 tetrahedra.
",476.5857412131592
